,word,iliad_24,odyssey_1,corpus
890,πτερά,1,0,9
891,τεήν,1,0,3
892,ἀφίκωμαι,1,0,2
893,βουλήν,0,1,27
894,γέροντ,0,1,1
895,δαιτός,1,1,23
896,Πάτροκλε,1,0,8
897,θνητῶν,0,1,11
898,ἐσσι,1,2,50
899,κλαίω,1,0,2
900,Δαναῶν,3,1,71
901,ταχυπώλων,2,0,9
902,στενάχοντα,1,0,11
903,κατερύκεται,0,1,3
904,θεάν,1,0,1
905,τολύπευσε,1,0,2
906,ἀνάσσοις,0,1,1
907,νεκροῖο,2,0,3
908,ἀναβᾶσα,0,1,6
909,Ὀδυσῆι,0,2,7
910,Ζεῦ,1,1,51
911,Πάριν,1,0,3
912,πᾶσιν,3,1,68
913,νεμεσσητόν,1,0,7
914,ἀλιτήμων,2,0,2
915,οὐδῷ,1,0,4
916,ἀγορεύεις,1,1,36
917,ὠμηστῇσιν,1,0,1
918,ἵπποισι,1,0,13
919,φερέμεν,4,0,5
920,ἤϊε,1,0,9
921,πόδας,6,1,85
922,ἕκαστος,0,1,66
923,ἀλεγεινά,1,0,5
924,πύθηαι,1,0,5
925,πολέες,2,0,22
926,ἡ,0,6,146
927,παρ,0,2,111
928,Εὐρύμαχος,0,1,15
929,αὐτῶν,0,2,47
930,ἀργεϊφόντην,3,2,5
931,λιποῦσ,1,0,3
932,εἴσω,2,0,52
933,Ζεύς,7,3,253
934,βωμός,1,0,6
935,μυθήσεαι,0,1,2
936,ἐγείνατο,0,1,5
937,βλεφάροισι,0,1,8
938,ἐμεῖο,5,0,51
939,χρυσοῦ,1,0,12
940,ἦκα,1,0,6
941,ἐφορμᾶται,0,1,4
942,ἱστόν,0,1,39
943,ἀγόρευον,1,0,31
944,σευ,1,0,13
945,ἔχες,1,0,3
946,κίθαρις,0,1,3
947,δεύῃ,0,1,1
948,ἀργυρότοξε,1,0,2
949,νήεον,1,0,3
950,αἰθούσῃ,1,0,10
951,ἔχω,1,0,9
952,ἐελδόμενος,0,1,1
953,ἔκαμψαν,1,0,1
954,ἄτης,1,0,4
955,ἐνίσσων,1,0,2
956,ἐγγύς,1,0,46
957,δείσει,1,0,1
958,τάρβος,2,0,2
959,ἱππιοχάρμην,1,0,2
960,ὀρθός,1,0,10
961,ἔσται,2,2,57
962,ἐθέλω,0,1,22
963,λύσιος,1,0,1
964,πύργους,1,0,5
965,αἶψα,6,0,96
966,οἶδα,1,0,38
967,ἐΐσκω,1,0,3
968,ἕποιτο,2,0,5
969,τῇσι,2,0,11
970,ἅμ,1,2,117
971,ἄλλο,1,0,60
972,τέων,1,0,4
973,κεῖσαι,1,0,3
974,Ἀργείους,1,0,22
975,ἀποείπω,0,1,1
976,Ἰδαῖον,1,0,2
977,εἴρυτο,1,0,4
978,ἀρησαίατ,0,1,1
979,Ἀχιλῆα,2,0,23
980,γυναῖκες,3,0,28
981,πᾶσαν,5,0,33
982,τι,13,6,408
983,γνώσεσθε,1,0,2
984,ἀκηδέες,1,0,3
985,ἕσασθαι,1,0,3
986,ἐκεῖνος,0,1,6
987,πτύξασα,0,1,2
988,ἀρηρός,1,0,2
989,ἰχθύσι,1,0,3
990,ἀπελήλυθα,1,0,1
991,ἰόντ,3,0,6
992,κλαίουσα,1,0,6
993,ἔνεστι,1,0,1
994,ἐν,53,27,1417
995,υἱέας,2,0,8
996,ἀείδειν,0,2,6
997,μητρός,0,1,25
998,Κύκλωπος,0,1,3
999,πῃ,3,0,19
1000,ἕξ,3,0,16
1001,θαλερόν,2,0,17
1002,φθίσεσθ,1,0,1
1003,ἀνασχέμεν,1,0,1
1004,ἔστων,0,1,2
1005,εὖτ,1,1,15
1006,Ὀδυσῆα,0,4,59
1007,ποῦ,0,1,14
1008,ἀμφί,9,0,264
1009,ζώειν,2,0,9
1010,ἄκουσα,2,0,10
1011,Ἀγαμεμνονίδης,0,1,1
1012,καθίκετο,0,1,1
1013,γενοίατο,0,1,4
1014,μεμαῶτα,1,0,20
1015,φάος,1,0,34
1016,αἶαν,1,0,7
1017,ἀρχῆς,0,1,5
1018,γλήνεα,1,0,1
1019,ἄφαρ,1,1,34
1020,ἀνθρώποισιν,1,1,19
1021,ἄκοιτιν,1,1,18
1022,κεχολωμένος,1,0,10
1023,ὀίομαι,0,1,4
1024,αἱρήσει,1,0,2
1025,μέγιστε,1,0,6
1026,θρέψά,1,0,1
1027,ἔρχεσθ,0,1,10
1028,πρήξεις,1,0,1
1029,Ἀργείων,3,2,70
1030,ἄπο,0,1,50
1031,γενεήν,0,1,17
1032,ἐμοῖσιν,1,0,10
1033,κήρυκά,1,0,2
1034,ἡμάρτανε,1,0,3
1035,κλισίῃσιν,2,0,12
1036,ἀγλαά,3,0,33
1037,ἐφράσσατο,1,0,2
1038,μεθέπεις,0,1,1
1039,λάεσσι,1,0,5
1040,ταμίη,0,1,18
1041,Ποσειδάων,1,3,53
1042,ἀνέστη,1,0,21
1043,τηλίκος,0,1,4
1044,μνῶνται,0,1,6
1045,υἱάσιν,1,0,5
1046,κλαίουσ,2,0,6
1047,εἰσορόων,1,0,10
1048,φραδέος,1,0,1
1049,ἄλλοι,4,7,176
1050,μάχης,2,0,71
1051,διχθά,0,1,2
1052,ξεῖνε,0,3,43
1053,γλαφυροῖσι,0,2,6
1054,ὀνόμηνεν,1,0,6
1055,Ἰλίῳ,1,0,3
1056,πυρκαϊήν,1,0,4
1057,ὄπωπα,1,0,5
1058,ἑλόντες,1,0,14
1059,ἐκτανύσας,1,0,2
1060,σέ,4,3,75
1061,ποιῆσαι,0,1,4
1062,ἐπισταμένως,1,0,14
1063,ταῦτα,1,6,95
1064,δύ,2,1,27
1065,κτείνῃς,0,1,3
1066,ῥύσκευ,1,0,1
1067,πίθοι,1,0,2
1068,εἵματ,1,0,21
1069,ὄψεσθε,1,0,1
1070,μέσσοισι,1,0,8
1071,ῥάβδον,1,0,4
1072,λείπεις,1,0,2
1073,κάτα,0,1,32
1074,γάμον,0,2,19
1075,γνώῃ,1,0,2
1076,ἧμαι,1,0,4
1077,μένεα,1,0,4
1078,λύον,1,0,3
1079,ἀγήνορας,0,1,8
1080,κεφαλήν,0,3,35
1081,κείμεν,0,1,1
1082,ὑποθήσομαι,0,1,3
1083,λέχεσσι,0,1,3
1084,ἰήνῃ,4,0,4
1085,γέρον,11,0,40
1086,γυῖα,1,1,49
1087,κλισμῷ,1,0,3
1088,ἀγορήνδε,0,1,3
1089,σέθεν,1,0,26
1090,ἔστησε,0,1,9
1091,κληῗσ,1,0,1
1092,ὁμιλήσειεν,0,1,3
1093,ὀδύροντο,1,0,1
1094,ἄνευθεν,2,0,14
1095,ψεῦσταί,1,0,1
1096,ἕλκει,2,0,2
1097,ἐλέγχεα,1,0,5
1098,νοέω,1,0,8
1099,ἁθρόοι,0,1,4
1100,προθύροις,0,1,1
1101,μία,1,0,9
1102,αὔτως,2,0,57
1103,ἐνόησα,0,1,10
1104,λαούς,1,0,14
1105,περικαλλές,1,0,9
1106,οἷος,1,1,30
1107,φέρε,0,2,22
1108,ἄψορροι,1,0,3
1109,ἔσκε,3,0,32
1110,Ἀχαιῶν,16,4,375
1111,κατέπεφνεν,1,0,9
1112,ἔμεναι,0,1,22
1113,ἔπεσσ,1,0,1
1114,ἐρεείνεις,0,1,6
1115,ἱερόν,0,1,20
1116,Ζακύνθῳ,0,1,3
1117,κεδνῇ,0,1,2
1118,κοῦροι,0,1,32
1119,ἀνδρί,3,0,44
1120,ἤρατ,0,1,3
1121,πνείοντας,1,0,1
1122,ἐύσκοπον,0,1,1
1123,νώνυμνον,0,1,1
1124,φιλότητι,1,0,28
1125,φέρομεν,1,0,1
1126,ῥοδοδάκτυλος,1,0,27
1127,Ἀχιλῆος,5,0,32
1128,πήληκα,0,1,3
1129,ἔχοις,0,1,2
1130,βροτῶν,2,3,44
1131,φέρον,2,1,44
1132,ποδήνεμος,1,0,10
1133,εὐρέι,0,1,6
1134,δόρπου,1,0,4
1135,ὀρυμαγδῷ,0,1,2
1136,ἵππων,5,0,91
1137,ἤειραν,1,0,1
1138,θεῖον,0,1,11
1139,οἷσι,0,1,14
1140,κατέβαν,1,0,2
1141,ἀμφιπόλῳ,0,1,2
1142,τιμῆεν,0,1,1
1143,δακρύσασα,0,1,4
1144,πολύτροπον,0,1,1
1145,ἐναιρέμεν,1,0,3
1146,ἐλεεινόν,1,0,6
1147,ἀχνυμένοις,1,0,1
1148,ἤλυθες,1,0,6
1149,γονή,1,0,1
1150,θρόνου,2,0,19
1151,ζωοῦ,1,0,4
1152,χαῖρε,0,1,24
1153,δμῳαί,1,1,19
1154,τερπώμεθα,0,1,3
1155,ταναήκεϊ,1,0,4
1156,οἰχομένοιο,0,1,13
1157,μνήσατ,1,0,1
1158,ἕρκος,0,1,21
1159,ἔφυρον,1,0,1
1160,κεκαλυμμένος,1,1,4
1161,δύο,1,1,42
1162,ἐμήν,0,1,24
1163,θυμόν,11,5,290
1164,στονόεσσαν,1,0,2
1165,ἐλυσθείς,1,0,2
1166,ἁπλοΐδας,1,0,2
1167,ὀίω,0,1,9
1168,ἀγήνορες,0,1,7
1169,Μυρμιδόνεσσι,1,0,9
1170,θάλαμος,0,1,3
1171,θαλάμοιο,1,1,22
1172,ἑ,3,2,65
1173,τόθ,2,0,11
1174,πτερόεντ,1,0,10
1175,μέ,0,1,5
1176,ἀνεβάλλετο,0,1,2
1177,ἕδος,2,0,13
1178,πύξινον,1,0,1
1179,ἤγερθεν,1,0,5
1180,ὀχέειν,0,1,1
1181,θάνε,0,1,6
1182,μύθων,1,4,45
1183,τέκεος,1,0,1
1184,ἐσθέμεναι,1,0,5
1185,δῆμον,1,0,47
1186,ἄλλοτε,5,0,33
1187,δέμνι,1,0,5
1188,ἕταροι,3,0,17
1189,ἀμφιάλῳ,0,3,5
1190,μαινομένῃσιν,2,0,2
1191,δείσῃ,1,0,1
1192,γέρων,17,0,93
1193,μεγάροις,2,0,32
1194,ἁρπακτῆρες,1,0,1
1195,ἔλπεται,1,0,2
1196,οἷ,1,0,39
1197,σκυδμαινέμεν,1,0,1
1198,αἴης,0,3,19
1199,οἰνοχοεύων,0,1,1
1200,ὀνείατ,1,0,1
1201,Πολύφημον,0,1,2
1202,λαβέ,1,0,2
1203,κυδιανείρῃ,1,0,4
1204,καρήνων,1,1,8
1205,ἀπαμειβόμενος,3,1,110
1206,δαῖτα,2,0,34
1207,προπάροιθεν,1,0,11
1208,υἷες,2,0,52
1209,ἱρά,0,1,7
1210,ξεῖνοι,0,2,8
1211,ἔπι,1,1,80
1212,πῦρ,1,0,63
1213,νεικείων,1,0,4
1214,ἀκουέμεν,0,1,10
1215,χρώς,1,0,12
1216,ἀλλοδαπούς,1,0,3
1217,ἐσθλά,1,0,16
1218,δέχεσθαι,1,0,3
1219,ὤλεσε,1,0,10
1220,ἀμύμων,0,1,19
1221,οἰός,0,1,5
1222,εἴξατέ,1,0,1
1223,ποσίν,0,1,30
1224,Ἑλένη,1,0,20
1225,ἀτίταλλεν,1,0,2
1226,ἐπεκλώσαντο,1,1,3
1227,ἄγω,0,1,4
1228,παράκοιτιν,1,0,8
1229,νεῶν,1,0,42
1230,δ,196,100,6511
1231,υἱός,2,4,216
1232,κεχάνδει,1,0,1
1233,φίλοι,2,1,79
1234,ὧν,1,0,15
1235,εἰπέ,4,4,44
1236,δάμη,0,1,5
1237,πέτετο,1,0,4
1238,βούλεσθ,1,0,1
1239,κορώνῃ,0,1,3
1240,σκύζεσθαι,1,0,1
1241,ναί,1,0,11
1242,γεραιός,5,0,13
1243,εἰπών,0,1,118
1244,ἔλθῃσι,0,1,3
1245,τερπόμενόν,0,1,1
1246,Πριάμῳ,5,0,15
1247,ἐριβώλακι,1,0,5
1248,παρεόντε,1,0,1
1249,ἐσθλῷ,1,0,1
1250,κλισίῃ,2,0,19
1251,ἔκταν,0,1,5
1252,χερσίν,10,3,121
1253,κραδίη,0,1,34
1254,προτί,3,0,71
1255,ἐΐσης,1,0,13
1256,ὧδ,2,1,34
1257,μαλακοῖσιν,1,0,4
1258,πετεηνῶν,1,0,9
1259,ἐθέλοιμι,0,1,12
1260,τότ,3,0,104
1261,ἐΰ,1,0,34
1262,τόν,38,18,999
1263,ἐξάπτων,1,0,1
1264,ἑκάτερθεν,2,0,6
1265,ἵστατο,0,1,10
1266,ἕλον,1,0,16
1267,καθέζετο,2,0,14
1268,φέρων,0,1,56
1269,ἆσαι,1,0,8
1270,πευσόμενον,0,1,2
1271,ὀίσατο,0,1,2
1272,δαιμονίη,1,0,8
1273,γέροντα,3,0,16
1274,ἔλθοις,1,0,1
1275,ἐλθέ,1,1,5
1276,τολύπευσεν,0,1,2
1277,πολλοί,1,3,72
1278,ἄρ,27,3,640
1279,κρατύς,1,0,4
1280,Πύλον,0,2,18
1281,θεοῖσι,3,0,51
1282,αὐλείου,0,1,1
1283,ἐπί,33,16,841
1284,ὄρινε,1,0,13
1285,ἔμβαλε,0,1,16
1286,τελέσαι,1,0,12
1287,ἦε,0,1,28
1288,νέμεσις,0,1,5
1289,θαρσαλέως,0,2,6
1290,ἄλλοτ,1,0,6
1291,ἤλθετε,1,0,1
1292,ἐπιθεῖτε,1,0,2
1293,ἔλασσαν,2,0,2
1294,φωνήσασα,1,0,10
1295,Ἀγαυόν,1,0,1
1296,Ἥρῃ,1,0,9
1297,κλαῖε,2,0,10
1298,κύνας,1,0,23
1299,Φρυγίη,1,0,1
1300,γόου,1,0,4
1301,ξύμβληντο,1,0,3
1302,ἄλαστον,1,1,5
1303,νόστον,0,6,39
1304,ἐπένοντο,1,0,1
1305,ἔδεισας,1,0,2
1306,δός,1,0,26
1307,ἔπειτά,1,0,7
1308,αἴθοπι,1,0,14
1309,ξύλα,1,0,12
1310,ὄλωλας,1,0,1
1311,ἔπεφνες,1,0,4
1312,εἰδώς,1,2,45
1313,δόλῳ,0,1,14
1314,ἄνδρες,1,1,71
1315,πόλιος,1,0,20
1316,ἀπώλεσ,1,0,1
1317,ῥῦσαι,1,0,2
1318,θεούς,3,3,26
1319,κρητῆρας,0,1,8
1320,πόλινδε,0,1,7
1321,πολλόν,0,1,58
1322,ἀνήρ,5,4,191
1323,ἥρωας,0,1,9
1324,ἑκάτερθε,0,1,10
1325,Πολύβου,0,1,7
1326,γείνατο,1,0,18
1327,ὕδωρ,1,2,75
1328,ἑκατόμβης,0,1,4
1329,βάλε,0,1,82
1330,ἱμερόεσσαν,0,1,2
1331,ἀναθήματα,0,1,2
1332,ἐτάνυσσεν,0,1,1
1333,ἱερούς,1,0,2
1334,ἴκελος,1,0,5
1335,νηῶν,4,0,83
1336,ὅου,0,1,2
1337,μέγαρον,0,2,16
1338,ὀΐω,1,0,57
1339,θεοειδέα,1,0,5
1340,ὑπείρ,1,0,5
1341,θεράπων,2,0,26
1342,ὀξέϊ,1,0,42
1343,σφέτερα,0,1,1
1344,ἤσθιον,0,1,2
1345,ἄχε,1,0,3
1346,ὑποδείσαντες,1,0,5
1347,ἁθρόα,0,1,2
1348,κήδοντο,1,0,1
1349,οἴχεται,0,1,10
1350,ἐσθλούς,2,0,6
1351,ἤτοι,6,0,105
1352,ἄπυστος,0,1,3
1353,προδόμῳ,1,0,8
1354,ἕλεσκε,1,0,2
1355,στήσας,1,0,4
1356,προσφῦσα,1,0,1
1357,λίθους,1,0,1
1358,θύρη,1,0,1
1359,διδάσκουσιν,0,1,1
1360,ἤ,11,7,451
1361,ἄψ,1,1,110
1362,Ἰθάκηνδε,0,1,4
1363,ἀνδροκτασίαι,1,0,2
1364,φρένες,2,0,22
1365,κεῖνός,1,1,8
1366,γόον,3,0,12
1367,Ἶριν,2,0,5
1368,ἅλα,1,0,49
1369,σφ,1,0,24
1370,πρόπαν,1,0,10
1371,ὀδόντων,0,1,16
1372,ἀπέλυσας,1,0,1
1373,λαυκανίης,1,0,1
1374,δόμον,2,0,50
1375,ἐστί,5,3,93
1376,ἱπποκορυσταί,1,0,3
1377,ἔασιν,1,0,22
1378,κλαίων,1,0,5
1379,φιλέεσκε,0,2,4
1380,ἔνι,1,0,69
1381,ἐλέησον,1,0,6
1382,ἑτέρως,0,1,1
1383,φάτο,6,1,163
1384,κεν,15,7,403
1385,ἕλε,1,1,41
1386,ὦκα,2,0,69
1387,πρόσθεν,1,0,42
1388,ἄφρων,2,0,5
1389,διάκτορος,6,0,13
1390,χέοντες,2,0,8
1391,οἰοπόλοισιν,1,0,2
1392,ὁρόων,0,1,9
1393,θαλάμου,1,1,6
1394,ἀργυρέῃ,0,1,3
1395,γάμος,0,1,3
1396,Νιόβη,1,0,1
1397,ἐλθέμεν,3,0,23
1398,γήθησεν,1,0,16
1399,ἀθανάτοισι,2,1,56
1400,ὑπερωιόθεν,0,1,1
1401,μαλακόν,0,1,6
1402,ἀργίποδας,1,0,1
1403,ἀέκοντα,0,2,11
1404,νεῖμεν,1,0,3
1405,ἦτορ,4,4,95
1406,τηλίκου,1,0,1
1407,εὐνήν,0,1,22
1408,ἔμισγον,0,1,1
1409,μήτε,0,1,17
1410,βάλλον,1,0,11
1411,εὐχετόωντο,0,1,9
1412,ἀπαμύνασθαι,1,0,3
1413,λίθος,1,0,8
1414,Ἀντίνο,0,1,9
1415,δῖος,5,4,188
1416,θαλάσσης,1,2,87
1417,ζεῦξαν,1,0,1
1418,ἦγε,1,0,10
1419,λέων,2,0,25
1420,ἀρίστη,0,1,20
1421,νῶϊ,1,0,41
1422,φθινύθουσιν,0,1,4
1423,λαός,3,0,27
1424,ἵμερος,1,0,7
1425,ἐπιλήσεται,0,1,1
1426,νημερτέα,0,1,11
1427,οὔδει,1,0,11
1428,Λέσβος,1,0,1
1429,ἐλέησε,1,0,8
1430,διοτρεφέος,1,0,7
1431,ἀναοίγεσκον,1,0,1
1432,σταυροῖσιν,1,0,1
1433,διαρραίσεσθαι,1,0,1
1434,στοναχή,1,0,1
1435,ὑλήεντι,0,2,5
1436,ἵζε,1,0,1
1437,κτέρεα,1,1,4
1438,ἐπαρήγειν,1,0,1
1439,χειρός,3,0,59
1440,παῖδα,3,0,33
1441,γάρ,51,27,1400
1442,τοῖσιν,1,2,90
1443,εἴρηαι,0,1,1
1444,τεκέειν,1,0,1
1445,ἀκαχοίμην,0,1,1
1446,πέπνυσαί,1,0,1
1447,ὄφελον,0,1,7
1448,ἀπώσεαι,0,1,1
1449,παρεόντων,0,1,8
1450,ἀπίθησε,2,0,22
1451,βροτός,2,0,16
1452,Θέτις,3,0,28
1453,ἀνάσσω,0,1,3
1454,γαμβροί,1,0,2
1455,λαόν,1,0,78
1456,ὧς,2,0,29
1457,τελέεσθαι,0,1,9
1458,τεός,1,0,7
1459,νέον,2,1,39
1460,μάχην,1,0,29
1461,ἀποτίσεται,0,1,5
1462,πέρ,0,3,41
1463,μαχέσαιτο,1,0,1
1464,δώῃ,2,0,20
1465,πόσιν,0,3,34
1466,ἕψεαι,1,0,1
1467,ὀμφαλόν,1,0,5
1468,τρίχες,1,0,5
1469,θοῇ,1,0,21
1470,ἀλεωρῆς,1,0,1
1471,ἐμέ,2,0,104
1472,ὑπηνήτῃ,1,0,2
1473,ὦρσε,1,0,26
1474,πρίν,9,1,195
1475,γενετῆς,1,0,2
1476,αἴτιοι,0,1,2
1477,ἀγανοῖσι,1,0,2
1478,πύκα,0,2,15
1479,νήπιοι,0,1,11
1480,ἀπώλεσεν,1,0,2
1481,ἔξω,1,0,9
1482,ἐπιχθονίων,1,1,9
1483,ἔθ,1,0,5
1484,μετ,1,0,129
1485,τόσσα,1,0,17
1486,ἔργ,0,1,12
1487,τῷ,8,5,332
1488,διέστησαν,1,0,1
1489,νεκρόν,5,0,29
1490,Κρονίδην,1,0,5
1491,ἦλθε,2,2,100
1492,θυράων,2,1,15
1493,πρωθήβην,0,1,1
1494,ἧκε,1,0,37
1495,ἄνωχθι,0,1,12
1496,ὕπνου,1,0,17
1497,ἐρύσας,1,0,3
1498,τῇ,6,1,126
1499,ἀεικέα,2,0,32
1500,Ἀτρεΐωνι,1,0,1
1501,φείσατ,1,0,1
1502,ψυχήν,1,1,13
1503,τέθνηκεν,0,1,4
1504,λύσασθαι,4,0,4
1505,ἀλλοθρόους,0,1,3
1506,ἔβαν,0,2,28
1507,κορωνίσιν,2,0,11
1508,χρίεσθαι,0,1,1
1509,ἐνοπήν,1,0,4
1510,ἔκλυες,1,0,6
1511,χέρνιβον,1,0,1
1512,ἀπώσατο,1,0,2
1513,πολλά,8,8,278
1514,αὖτε,10,3,192
1515,πατρός,5,8,125
1516,χολωσαμένη,1,0,5
1517,θεοῖσιν,3,2,49
1518,τοκῆες,0,1,8
1519,ἄνωγε,2,0,13
1520,ὑπό,6,4,256
1521,γύναι,1,0,25
1522,πυλαωρούς,1,0,2
1523,σκηπανίῳ,1,0,2
1524,ποίησε,1,0,10
1525,λύσῃ,2,0,3
1526,ἀποθρῴσκοντα,0,1,2
1527,μητιόωντες,0,1,2
1528,θεοί,10,8,200
1529,ἀπέβη,3,1,24
1530,φίλῳ,2,0,29
1531,Φοῖβος,1,0,40
1532,Ἄργος,1,1,21
1533,Λαέρτην,0,1,4
1534,ἴῃς,1,0,1
1535,νέεσθαι,0,1,56
1536,γαμέεσθαι,0,1,2
1537,ποδῶν,1,0,23
1538,ἔσθος,1,0,1
1539,πεφάσθαι,1,0,3
1540,ἆλτο,2,0,22
1541,παρά,8,7,254
1542,ὄλβιον,1,0,2
1543,κάλλιον,1,0,8
1544,νένιπται,1,0,1
1545,πάτρης,4,0,16
1546,τόσσους,1,0,3
1547,ὀρίνῃς,2,0,2
1548,ἴω,1,0,6
1549,ἔφερον,1,0,4
1550,κλισμόν,0,1,1
1551,Κρονίδης,2,0,26
1552,ἄνω,1,0,2
1553,θεοῦ,1,0,27
1554,κλυτά,2,0,35
1555,ἔνθετο,0,1,4
1556,νήσοισιν,0,1,4
1557,ἀλλά,9,5,494
1558,υἱάσι,1,0,7
1559,ἐστ,1,0,7
1560,δώδεκα,3,0,25
1561,ἀεικίζει,1,0,1
1562,ἀμφ,2,1,102
1563,μάρτυροι,0,1,7
1564,ὄψεαι,1,0,5
1565,πέμψω,0,1,11
1566,ἐρύσαιτο,1,0,1
1567,κάλυπτε,1,0,1
1568,τοκήων,3,0,14
1569,κῆρύξ,2,0,2
1570,Ἄϊδός,1,0,2
1571,ποιήσειεν,0,1,2
1572,Ἑρμείας,5,1,17
1573,μεμνημένη,0,1,1
1574,ἡμέτερε,0,2,4
1575,γάμου,1,0,4
1576,ὄϊς,1,0,5
1577,φράζεο,1,0,10
1578,Αἴγισθον,0,1,4
1579,τείρει,0,1,3
1580,ἔμμεναι,2,6,81
1581,μητέρι,1,0,11
1582,ὔμμες,1,0,6
1583,δείδοικα,1,0,7
1584,μακάρεσσι,0,1,12
1585,ὀρχησταί,1,0,1
1586,ἔνθ,2,4,177
1587,ὀφθαλμούς,3,0,7
1588,ἐπιτολμάτω,0,1,1
1589,βοῶν,1,1,43
1590,πάσχειν,0,1,6
1591,ἔχουσα,3,0,17
1592,νήεσσιν,1,0,9
1593,εἰς,2,10,279
1594,πίοιεν,1,0,1
1595,ἀκαχήμενος,1,0,6
1596,γλαυκῶπις,0,7,80
1597,σεῦ,4,0,21
1598,τρεῖς,2,0,29
1599,νοήσῃ,1,0,5
1600,εἰδῶ,0,1,7
1601,εὖ,4,0,147
1602,ἐντεσιεργούς,1,0,1
1603,σίνεται,1,0,1
1604,θυγατέρες,2,0,6
1605,τρίς,3,0,47
1606,οἶδεν,1,1,10
1607,ἀγητός,1,0,1
1608,μῆτερ,0,1,13
1609,θεοπροπίης,0,1,3
1610,παραί,0,1,12
1611,ἐς,27,12,574
1612,παρέθηκε,0,1,10
1613,αἰδέομαι,2,0,9
1614,Ἕκτωρ,5,0,202
1615,περιφραδέως,1,0,6
1616,ἀφίκεο,0,1,3
1617,ἐπίμεινον,0,1,5
1618,τίς,12,6,201
1619,ἐνθάδ,2,1,75
1620,τείρουσ,1,0,1
1621,γένηται,2,0,30
1622,βασιλευέμεν,0,1,1
1623,ὕλη,1,0,12
1624,ἡμιόνων,1,0,6
1625,ἀγαθά,1,1,5
1626,μόλῃ,1,0,1
1627,δόρποιο,1,0,5
1628,τῆμος,1,0,8
1629,πάρ,2,1,108
1630,ὁμοκλήν,1,0,5
1631,ἐόντα,2,1,99
1632,ἠμέν,1,1,55
1633,ἐδητύος,1,1,29
1634,ἑρσήεις,1,0,1
1635,ἀχνύμενοί,1,0,9
1636,λάσιος,1,0,1
1637,ᾗς,1,0,4
1638,ἄμεινον,1,1,11
1639,δήμῳ,1,2,47
1640,ἕζευ,1,0,1
1641,ποθεν,0,2,12
1642,ἁδινά,2,1,7
1643,δεξιός,1,0,6
1644,μίμνῃ,1,0,2
1645,δέδμητο,0,1,5
1646,ἀντιάασθε,1,0,1
1647,οἶσθα,1,0,14
1648,ἔδωκας,1,0,5
1649,παρέκειτο,1,0,2
1650,ἑταῖροι,1,0,77
1651,ἡβώοντες,1,0,2
1652,ἀνίστη,2,0,2
1653,ἔρον,2,1,24
1654,φρεσίν,3,4,73
1655,βέῃ,1,0,2
1656,λειμωνόθεν,1,0,1
1657,σχήσω,1,0,2
1658,δείπνου,0,1,2
1659,δαίεται,0,1,2
1660,τ,40,10,1103
1661,συναγειρόμενοι,1,0,1
1662,ἕστηκεν,0,1,2
1663,ἱκέσθαι,2,2,56
1664,Ἐφύρης,0,1,3
1665,κήδεται,1,0,5
1666,ἕντο,1,1,22
1667,ὅτις,0,1,17
1668,νηπιάας,0,1,1
1669,καλέσαντα,0,1,1
1670,κεῖται,4,3,60
1671,τευ,0,1,20
1672,ἀμφίπολος,1,2,14
1673,εἰκοστόν,1,0,1
1674,ἄκρης,1,0,8
1675,μέγας,3,0,72
1676,πᾶσι,0,3,69
1677,πνοιῇς,1,1,6
1678,εὗρε,1,1,17
1679,ἔρεψαν,1,0,1
1680,ἔγωγέ,1,0,2
1681,Θέτιν,2,0,4
1682,ὕπο,1,0,39
1683,πυκνοῖσιν,1,0,1
1684,ἴτω,2,1,11
1685,κεχρημένον,0,1,2
1686,τέγεος,0,1,7
1687,ἀοιδοῦ,0,1,4
1688,ὧδε,2,1,93
1689,κακκείοντες,0,1,6
1690,οἵ,26,5,768
1691,κωφήν,1,0,1
1692,σόν,2,1,34
1693,κασίγνητοί,1,0,5
1694,δυσμενέων,1,0,11
1695,κτεῖνας,1,0,1
1696,τινα,0,1,53
1697,μηδέ,1,1,57
1698,στρατόν,4,0,47
1699,Ἄλκιμος,2,0,3
1700,ἄλλος,7,1,112
1701,ἔλυσα,1,0,3
1702,κύματα,1,0,11
1703,μεγάλῃ,1,0,7
1704,αὐλῆς,2,1,27
1705,κτείνειν,0,1,6
1706,οἶνον,3,2,76
1707,κατακτείνει,0,1,1
1708,μετελθών,0,1,9
1709,μεμήλει,0,1,2
1710,ἀπείρων,2,0,2
1711,ἐπίστροφος,0,1,1
1712,βροτοῖσι,1,0,10
1713,ὧδέ,1,0,8
1714,ἡμιονείην,2,0,3
1715,ἀείκιζεν,1,0,1
1716,ἠπείρου,0,1,8
1717,πλούτῳ,2,0,4
1718,μνησαμένω,1,0,2
1719,πεῖθ,0,1,2
1720,ἤλυθε,1,0,11
1721,ἀθανάτων,2,1,31
1722,ἀσπερχές,0,1,6
1723,διδοῦναι,1,0,1
1724,Σάμῃ,0,1,4
1725,ἐοῦσαν,0,1,8
1726,θάμβησεν,1,1,3
1727,ἤδη,5,1,152
1728,μιγεῖσα,0,1,3
1729,ἔδωκεν,0,1,26
1730,ἐκέλευεν,1,0,9
1731,αὐτοῖσιν,0,1,5
1732,ἀκαχμένον,0,1,9
1733,Ἑρμείαν,3,2,7
1734,ἐδωδῆς,1,0,4
1735,ἐϋρρεῖος,1,0,5
