,word,iliad_1,odyssey_1,corpus
2556,δείπνῳ,0,1,3
2557,πως,2,0,72
2558,ἕποντο,1,1,67
2559,οἶδ,0,1,20
2560,ἡμετέρῳ,1,1,7
2561,πεμπώβολα,1,0,2
2562,ἄλλα,0,4,49
2563,ἀποαιρεῖσθαι,1,0,1
2564,ἑθέν,1,0,1
2565,χώρῳ,0,1,14
2566,γνώωσι,1,0,4
2567,τοίους,1,0,2
2568,κῆλα,2,0,3
2569,χρυσοῖό,0,1,1
2570,ἔρχεται,1,0,12
2571,κελαινόν,1,0,12
2572,ἀοιδήν,0,3,13
2573,ἑκατόγχειρον,1,0,1
2574,ὁππότ,1,1,17
2575,φῄς,0,1,4
2576,ἀπόλωλε,0,1,5
2577,ἀμφίς,0,1,41
2578,ἀμφιβέβηκας,2,0,2
2579,πάτερ,1,2,66
2580,μετηύδα,0,1,23
2581,Ὀλύμπῳ,1,0,7
2582,ἔδοντες,0,2,15
2583,μαντεύσομαι,0,1,3
2584,γλαυκῶπιν,0,1,1
2585,ὀρχηστύν,0,1,3
2586,χαίρῃς,1,0,2
2587,ἐλθών,2,2,74
2588,ἁλίοιο,2,0,8
2589,φιλέουσά,2,0,4
2590,δωδεκάτῃ,1,0,1
2591,πατρώιοι,0,1,1
2592,ἀρνειῶν,0,1,1
2593,ἑόν,1,2,30
2594,αἰνῶς,1,1,31
2595,ἵκωμαι,1,0,9
2596,θῆκαν,0,1,4
2597,δῶρ,1,0,11
2598,τηλόθεν,1,0,16
2599,θρόνους,0,1,11
2600,οὗ,2,1,45
2601,γαίης,1,2,49
2602,καρπόν,1,0,11
2603,ξείνοισι,0,1,1
2604,ἦρχε,1,1,56
2605,μά,2,0,4
2606,πίνοντά,0,1,2
2607,περισκέπτῳ,0,1,4
2608,θεῷ,3,0,18
2609,ἀναιδείην,1,0,2
2610,φρονέων,2,3,36
2611,ποσσίν,0,1,20
2612,πάντα,4,0,255
2613,λωίτερον,0,1,2
2614,σοῖς,1,0,6
2615,ἠριγένεια,1,0,24
2616,μακρόν,1,0,52
2617,οἷα,0,1,13
2618,ἐπιθεῖσα,0,1,6
2619,ἄλλοισι,1,0,12
2620,χώσεται,1,0,1
2621,θεσπεσίοιο,1,0,5
2622,ἔτι,4,7,220
2623,τελευτήσῃς,0,1,1
2624,λήθω,1,0,4
2625,ἀτάρ,2,2,131
2626,ὄλοντο,0,2,16
2627,αὐτίχ,1,0,3
2628,κακά,0,2,125
2629,ἐποίησαν,0,2,5
2630,Παλλάς,1,3,50
2631,λευκώλενος,4,0,30
2632,εἰπεῖν,1,0,17
2633,θεοπρόπον,0,1,1
2634,ἄλλοις,1,0,12
2635,σχομένη,0,1,6
2636,καίοντο,1,0,2
2637,ὦπα,0,1,6
2638,νῆα,3,2,112
2639,ἠμείβετο,1,0,6
2640,ἴτ,1,0,1
2641,ἐπερχόμενον,1,0,7
2642,πάντες,8,7,214
2643,ἐπῴχετο,2,2,9
2644,ἄτερ,1,0,13
2645,ἐγγύθι,0,1,11
2646,κεχολωμένον,1,0,3
2647,ἀγείρομεν,1,0,2
2648,χραισμεῖν,2,0,5
2649,ἕρματα,1,0,4
2650,ἀνώγῃ,0,1,5
2651,ἔχ,1,0,15
2652,Κάλχαν,1,0,1
2653,ὅμιλος,0,1,4
2654,ἀφνειόν,0,1,7
2655,παύσειεν,1,0,1
2656,πραπίδεσσι,1,0,4
2657,ἤειδε,0,1,2
2658,ὀτρηροί,0,1,1
2659,δαΐδας,0,2,7
2660,ἀκούσῃ,0,1,9
2661,ἐσθλόν,1,2,59
2662,στυγερόν,0,1,4
2663,μῦθος,0,1,21
2664,μακράς,0,1,1
2665,κοιρανέουσιν,0,1,6
2666,ἀνθερεῶνος,1,0,2
2667,χρυσείῃ,0,1,10
2668,χρυσέῳ,2,0,9
2669,μάλιστα,3,4,90
2670,ἐξαῦτις,1,0,11
2671,πένθος,2,1,30
2672,θαμά,0,1,4
2673,ᾗσιν,1,1,19
2674,δόμου,0,2,13
2675,ἐλεύσεται,1,0,15
2676,ἶφι,3,0,17
2677,ἔμ,3,1,35
2678,Μέντης,0,2,2
2679,θύρῃσι,0,1,9
2680,ἕλικας,0,1,11
2681,ἄρσαντες,1,0,1
2682,δήν,2,1,40
2683,λιμένι,0,1,2
2684,σε,9,9,277
2685,ἔοικε,1,2,23
2686,ἔγωγε,3,0,32
2687,κεῖνόν,0,1,3
2688,τιμηέστερος,0,1,1
2689,παράφημι,1,0,1
2690,κλυτοτέχνης,1,0,1
2691,μετέλθοι,0,1,1
2692,ἀναΐξας,1,1,9
2693,διεπράθομέν,1,0,1
2694,ἑκηβόλου,2,0,2
2695,ὄνησα,1,0,1
2696,φύσει,1,0,1
2697,λευκά,1,0,15
2698,τόξ,1,0,2
2699,ἔγχε,0,1,5
2700,κήρυκες,2,2,19
2701,ἐρητύσειέ,1,0,1
2702,φίλον,6,7,193
2703,μάντι,1,0,1
2704,ἔκηα,1,0,2
2705,ὀνόμαζε,1,0,22
2706,λαμπετόωντι,1,0,2
2707,κλέος,0,5,61
2708,ἄλλων,5,1,94
2709,κλίμακα,0,1,4
2710,ἀρτυνέουσιν,0,1,2
2711,νῦν,20,15,589
2712,ἔρξῃς,0,1,1
2713,ἀμφικύπελλον,1,0,14
2714,ὅσσοι,0,2,39
2715,νόῳ,2,0,11
2716,ἔπειραν,1,0,5
2717,τιμήν,2,1,14
2718,ἐφείη,0,1,1
2719,θεοειδής,0,1,39
2720,τετιημένος,0,1,6
2721,τίσωσιν,1,0,1
2722,ἐρυκανόωσ,0,1,1
2723,ἀνάσσεις,3,0,10
2724,αὐτοί,3,3,96
2725,προΐαψεν,1,0,1
2726,ξείνῳ,0,1,11
2727,φίλε,1,0,20
2728,μέλαιναν,2,0,49
2729,τοι,30,15,774
2730,ἐνδέξια,1,0,4
2731,εἰμι,2,0,27
2732,τώ,9,0,221
2733,μνηστῆρες,0,4,69
2734,Τάφου,0,1,1
2735,ὑπόδρα,1,0,26
2736,πείθομαι,0,1,1
2737,ὤιξεν,0,1,2
2738,μακρά,1,0,36
2739,οὔ,20,8,475
2740,Πηλεΐωνα,1,0,25
2741,ἔρχεο,0,1,15
2742,παρειάων,0,1,5
2743,μακάρων,1,0,6
2744,χρύσεια,0,2,12
2745,μάλ,2,5,173
2746,Πηλῆος,1,0,11
2747,μένος,2,2,159
2748,ἠέλιον,1,0,17
2749,ἄλγεα,1,1,44
2750,ἀνάσσειν,1,0,4
2751,τίσις,0,1,3
2752,χαλκόν,0,1,39
2753,ἔτ,2,3,96
2754,ἤλυθον,1,0,19
2755,μεγάροισιν,1,2,71
2756,μαχέοιτο,1,0,1
2757,πόληος,0,1,13
2758,ἐπευφήμησαν,2,0,2
2759,λιγύς,1,0,5
2760,ἐποιχομένην,1,0,1
2761,ἰέναι,1,0,62
2762,φαινομένη,1,0,2
2763,μετόπισθεν,1,0,6
2764,ἐπεί,26,21,745
2765,ποτέ,5,0,41
2766,πτολίεθρον,1,1,28
2767,κάρτιστοι,2,0,2
2768,πόντον,1,1,73
2769,ἔπειθ,1,0,39
2770,μακρήν,0,1,7
2771,κάθησο,1,0,2
2772,ἔτευξαν,0,1,1
2773,μέγαρα,0,1,8
2774,νῆας,6,0,180
2775,ἐόντες,2,0,29
2776,ἱκάνοι,1,0,4
2777,ἀοιδή,0,1,3
2778,δέπας,1,0,30
2779,εὐρείῃ,0,1,15
2780,δώωσιν,1,0,1
2781,κτεάτεσσιν,0,2,9
2782,ἐπιπείθηται,1,0,1
2783,αἴσχεα,0,1,4
2784,κεδνά,0,1,5
2785,δῶρα,2,0,85
2786,φέρεσθαι,0,1,15
2787,ἥν,3,3,101
2788,κύδεϊ,1,0,4
2789,οὔτε,4,3,126
2790,ἔντοσθεν,0,3,15
2791,ἀνάσσει,1,1,9
2792,μητίετα,2,0,19
2793,ἐναρίζοι,1,0,1
2794,κλισίηθεν,1,0,7
2795,δυνήσομαι,1,0,1
2796,ἀμφηρεφέα,1,0,1
2797,διάνδιχα,1,0,4
2798,ἑκατόμβην,7,0,13
2799,δειλός,1,0,3
2800,ἐσελεύσομαι,0,1,2
2801,εὐρύν,4,1,43
2802,εὐρύοπα,1,0,23
2803,ὁμῶς,2,0,28
2804,εὐξαμένου,1,0,2
2805,ἐνιαυτῶν,0,1,2
2806,πατροφονῆα,0,1,3
2807,ἔφαντ,0,1,1
2808,πικρόγαμοί,0,1,3
2809,ἰόντα,1,0,16
2810,χαίρων,1,1,19
2811,ἰοῦσα,0,1,10
2812,ῥα,6,2,212
2813,κεῦθε,1,0,4
2814,ἡγεῖθ,0,1,1
2815,δημοβόρος,1,0,1
2816,αὐτάρ,16,11,770
2817,ἐθέλῃσιν,2,1,17
2818,πολέμου,1,0,25
2819,Ὄλυμπον,4,0,38
2820,ἀθανάτοιο,1,0,2
2821,πω,3,1,82
2822,Ὀδυσσεύς,4,8,309
2823,ὀφθαλμοῖσιν,1,0,52
2824,κατελεύσομαι,0,1,1
2825,στάς,0,1,21
2826,ἐϋζώνοιο,1,0,3
2827,κρειόντων,0,2,5
2828,ἠγαθέῃ,1,0,4
2829,πασσάμενος,0,1,1
2830,Ἀπόλλων,8,0,112
2831,λόχον,1,0,12
2832,ἀέκοντος,2,0,5
2833,ἐστίν,2,3,59
2834,ὅνδε,0,1,7
2835,ἀφίει,2,0,7
2836,πευσόμενος,0,1,5
2837,θεοπροπίας,2,0,2
2838,εἰλίποδας,0,1,8
2839,δοῖεν,1,0,10
2840,Φημίῳ,0,1,1
2841,πίμπλαντ,1,0,2
2842,Πηληϊάδεω,2,0,10
2843,περικαλλέος,1,1,5
2844,ἱέμενός,0,1,3
2845,ἐμάς,1,0,7
2846,δοῦναι,0,2,5
2847,τέκμωρ,1,0,9
2848,ἀπεδέξατ,1,0,1
2849,Καινέα,1,0,1
2850,Ἰθάκην,0,3,27
2851,μερμήριξεν,1,0,6
2852,αἰδεῖσθαί,2,0,2
2853,ἀπώλετο,0,1,4
2854,ἐπαύρωνται,1,0,1
2855,ηὔδα,1,7,88
2856,Ἀγαμέμνονος,1,0,22
2857,νοεούσῃ,1,0,1
2858,πατέρα,0,1,11
2859,ἀφείλετο,0,1,4
2860,ἐδεύετο,2,0,9
2861,κλαγγή,1,0,5
2862,δικασπόλοι,1,0,1
2863,ἔρυκε,0,1,7
2864,στήσαντ,1,0,1
2865,πίθεσθε,1,0,2
2866,ἐξερέηται,0,1,1
2867,πετάσσας,0,1,10
2868,ἁλί,0,1,9
2869,χρεῖος,0,1,8
2870,ὄφελες,1,0,5
2871,τρητοῖσι,0,1,3
2872,νοήσας,0,1,8
2873,δαινύμενοι,0,1,7
2874,χαλεποί,1,1,5
2875,νεμεσίζετο,0,1,1
2876,πολιῆς,2,0,17
2877,ἐύ,2,2,29
2878,ἱερῆα,3,0,3
2879,ἐρύσσομεν,1,0,7
2880,ἐνῶρτο,1,0,2
2881,τοιγάρ,0,2,19
2882,θεάων,0,1,39
2883,πάντεσσι,1,0,27
2884,λίην,1,1,41
2885,κλέπτε,1,0,1
2886,σῇς,1,0,2
2887,καθεῦδ,1,0,1
2888,ἀνερχομένῳ,0,1,3
2889,ἀμφαδόν,0,1,6
2890,τάδε,1,1,80
2891,πολίων,1,0,9
2892,κολῳόν,1,0,1
2893,ἀφαιρεῖται,1,0,2
2894,ἐοικότι,0,1,1
2895,τά,12,6,306
2896,ἐφετμέων,1,0,3
2897,πόλεμον,2,1,69
2898,ἐρωήσει,1,0,2
2899,ἐΐκτην,1,0,3
2900,τοῖο,2,0,25
2901,ἀίεις,0,1,1
2902,λοίγια,2,0,2
2903,ἑκηβόλος,2,0,2
2904,Σμινθεῦ,1,0,1
2905,λώϊόν,1,0,1
2906,ἑλώρια,1,0,1
2907,τιν,1,1,70
2908,τελευτήν,0,1,2
2909,Ῥείθρῳ,0,1,1
2910,ἀπόλεσσαν,1,0,1
2911,ῥά,1,0,96
2912,ἀγαθός,2,0,59
2913,διζήμενος,0,1,10
2914,ἀμύξεις,1,0,1
2915,μνηστῆρσι,0,2,17
2916,ἄλλῃ,1,0,19
2917,τοιαῦτά,0,1,4
2918,ἔργον,1,1,70
2919,νόστου,0,1,9
2920,εἰρύσσασθαι,1,0,1
2921,οὐτιδανοῖσιν,1,0,1
2922,ὀϊστοί,1,0,9
2923,Λητοῦς,1,0,3
2924,εἷσεν,1,1,10
2925,ἐρέσθαι,0,1,6
2926,μοι,18,14,745
2927,ἄγε,6,5,166
2928,Κρονίων,1,1,41
2929,δολόμητιν,0,1,3
2930,μνήσατο,0,1,2
2931,εὐνῇ,0,1,15
2932,θανόντι,0,1,5
2933,ζαθέην,2,0,4
2934,μάχαι,1,0,4
2935,ἠλακάτην,0,1,4
2936,ἔλθοι,0,2,33
2937,χρεώ,0,1,15
2938,δεῦρο,1,0,40
2939,καλέσσατο,1,0,3
2940,ἔβη,2,1,41
2941,ἔστω,1,1,21
2942,δοκέει,0,1,9
2943,ἑτάρων,1,0,35
2944,πεποίθῃς,1,0,2
2945,ἀνεδύσετο,1,0,2
2946,πρόσσω,1,0,13
2947,ἐπικλείουσ,0,1,1
2948,τεύχει,1,0,1
2949,δόμοιο,0,1,7
2950,ἀφίκετο,0,1,13
2951,ἀγορεύειν,1,1,11
2952,πρύμνας,1,0,1
2953,ἔρις,1,0,10
2954,ἀπελυμαίνοντο,1,0,1
2955,οὐδοῦ,0,1,12
2956,ἀθέριζον,1,0,1
2957,ἐρετμοῖς,1,0,10
2958,Βρισηΐδα,3,0,5
2959,χείλεσι,0,1,3
2960,αὖ,1,6,169
2961,σαώσεις,1,0,1
2962,πολλάκι,1,0,11
2963,εἷς,1,0,10
2964,καλά,0,2,117
2965,ὄμματ,1,0,2
2966,αὐτῆμαρ,1,0,3
2967,δυναμένοιο,0,1,2
2968,γουνόν,0,1,3
2969,ἔκτοθεν,0,1,4
2970,ἐθέλωμι,1,0,3
2971,λοιμός,1,0,1
2972,ὠδύσαο,0,1,1
2973,θῖν,3,0,10
2974,μοί,2,0,31
2975,ἄνακτι,2,0,26
2976,τάχ,1,0,26
2977,ὀπί,1,0,5
2978,δακρύσας,1,0,3
2979,κλαίεις,1,0,3
2980,πένοντο,1,0,6
2981,ἐθέλῃσθα,1,0,18
2982,ἴσχεο,1,0,8
2983,τοῖον,0,2,33
2984,θύγατερ,0,1,9
2985,θοάς,2,0,17
2986,ἔστησαν,1,0,6
2987,μεγάρων,0,1,14
2988,δύνασαί,1,0,2
2989,φώνησέν,1,0,34
2990,φράσαι,1,0,4
2991,ἀλλ,24,16,935
2992,ἀναβάντες,1,0,8
2993,τοῖς,2,0,62
2994,κελαινεφέϊ,1,0,4
2995,ἔσταν,1,0,16
2996,ἐεικοσάβοια,0,1,1
2997,ὀλοιῇσι,1,0,1
2998,ἀνδρῶν,8,5,336
2999,ἀνιστάμενος,1,0,3
3000,γε,17,13,627
3001,υἷας,1,0,35
3002,Ἀχιλλῆος,1,0,29
3003,μείδησεν,1,0,12
3004,ἥρωα,0,1,8
3005,θείη,0,1,7
3006,στυγέῃ,1,0,1
3007,ἄλκιμον,0,1,24
3008,τίθει,4,1,32
3009,λαοί,2,0,47
3010,ὄρεσσι,1,0,5
3011,ἐπιμνησθείς,0,1,2
3012,ἐπέχευε,0,1,6
3013,κλισμούς,0,1,8
3014,δόμεναι,2,1,23
3015,ἰδοίατο,0,1,3
3016,ἐείκοσιν,1,1,7
3017,ὄχθησαν,1,0,2
3018,χερσί,3,0,87
3019,ἐμούς,1,0,3
3020,μολπῇ,1,0,3
3021,βαρύ,1,0,10
3022,διαπρήσσουσα,1,0,2
3023,χεῖρα,1,0,26
3024,Ἀχιλῆϊ,1,0,34
3025,γυναιξί,0,1,16
3026,ἄτιμος,1,0,1
3027,Ὦπος,0,1,3
3028,δάμνησι,0,1,4
3029,βίηφιν,0,1,9
3030,δύω,2,0,92
3031,φάανθεν,1,0,1
3032,ἀνόρουσε,1,0,10
3033,ἀνά,8,2,138
3034,ὥς,24,13,1438
3035,κρέα,0,1,23
3036,λωβήσαιο,1,0,2
3037,κακῶς,2,0,21
3038,καρτερός,2,0,14
3039,δμῳάων,0,1,3
3040,ἀπολέσθαι,1,0,17
3041,Ἀπόλλωνος,4,0,17
3042,ἑοῖσιν,0,1,6
3043,ἀντιφέρεσθαι,1,0,3
3044,ἐμή,1,1,18
3045,διέπτατο,0,1,3
3046,ὄρσε,1,0,2
3047,πίπτωσι,1,0,2
3048,ἐθέλεις,1,0,35
3049,ἔργῳ,2,0,8
3050,ἴκμενον,1,0,5
3051,Βρισῆος,1,0,3
3052,θυμοῦ,1,0,15
3053,πρότιθεν,0,1,1
3054,δερκομένοιο,1,0,2
3055,ἔκλυον,1,0,11
3056,σφίσιν,1,0,13
3057,δαίμονας,1,0,1
3058,δεξιτερῇ,1,0,5
3059,βίοτον,0,3,22
3060,δυσομένου,0,1,1
3061,ὅσσον,2,0,43
3062,ἔτερπον,0,1,1
3063,ἐριδαινέμεν,0,1,1
3064,καπνῷ,1,0,2
3065,ὅπως,1,3,55
3066,θνῇσκον,1,0,1
3067,ἑκηβόλῳ,1,0,4
3068,εὐχωλῆς,2,0,2
3069,πολεμίζων,1,0,2
3070,σφωϊν,1,0,6
3071,ἄγγελοι,1,0,2
3072,κράτος,1,2,28
3073,Κίλλάν,1,0,1
3074,τῖσον,1,0,1
3075,τε,62,42,2650
3076,πινόντων,0,1,1
3077,φίλ,0,1,17
3078,ἀργυρέοιο,1,1,8
3079,πολύστονα,1,0,1
3080,τέτληκας,2,0,2
3081,καθέζετ,1,0,6
3082,ξυνδῆσαι,1,0,1
3083,διαρραίσουσι,0,1,2
3084,ἀγλά,1,0,2
3085,ἦδος,1,0,5
3086,γούνων,4,0,25
3087,ταῦτά,1,1,25
3088,ποιητοῖο,0,2,10
3089,ἐνιαυτόν,0,1,13
3090,σοί,11,5,167
3091,δηρόν,0,1,38
3092,οἴνοπα,0,1,10
3093,μαρναμένοιϊν,1,0,1
3094,ἔτρεφε,0,1,9
3095,ἀνέσταν,1,0,5
3096,Ὑπερίονος,0,2,4
3097,Δρύαντά,1,0,1
3098,ἅ,2,0,43
3099,αἰθομένας,0,2,3
3100,δαῖτας,0,1,4
3101,πῶς,2,2,43
3102,εἴρεο,0,1,1
3103,Ἰθάκης,0,3,37
3104,χόλον,3,2,24
3105,πατρώιός,0,1,2
3106,Εὐρύμαχ,0,1,8
3107,Ἀχαιοῖσιν,2,0,11
3108,βριθύ,0,1,6
3109,φάνη,1,0,28
3110,μαχόμην,1,0,2
3111,μνηστήρεσσιν,0,1,8
3112,εἰν,0,1,36
3113,θάνατόν,1,0,13
3114,ἐνοσίχθων,0,1,40
3115,δῖαν,1,0,38
3116,κούρης,3,0,13
3117,εἰσί,0,1,19
3118,στιβαρόν,0,1,14
3119,οὐρανόν,2,2,67
3120,γέ,0,1,12
3121,γενεή,0,1,9
3122,ἀάπτους,1,0,11
3123,καταδύντα,1,0,12
3124,τράπεζαν,0,1,13
3125,τρεψάμενοι,0,1,2
3126,αὐτῷ,0,2,166
3127,ὑψηλήν,0,1,8
3128,ὁμοίης,1,0,1
3129,ἀέκοντε,1,0,10
3130,πρόες,1,0,3
3131,κνίση,1,0,2
3132,πευθοίαθ,0,1,3
3133,ἀνέγνω,0,1,3
3134,με,8,4,293
3135,εὐχομένης,1,0,1
3136,Τηλέμαχον,0,1,39
3137,ποντοπόροιο,1,0,4
3138,θάλασσά,1,0,1
3139,Πειρίθοόν,1,0,2
3140,ὁρόω,0,1,7
3141,λύσω,1,0,4
3142,ὅττεό,0,1,2
3143,ὀμοῦμαι,1,0,4
3144,ἴδῃ,1,0,9
3145,πείθεο,1,0,2
3146,ὀφθαλμοῦ,0,1,3
3147,δώμασιν,0,2,6
3148,ἔστ,0,1,21
3149,ἄριστον,2,0,26
3150,θέλγει,0,1,5
3151,ἱλασσάμενοι,1,0,1
3152,ἐυπλοκάμῳ,0,1,2
3153,κεῖθεν,0,1,11
3154,μηρί,1,0,11
3155,κυδιάνειραν,1,0,5
3156,ἐοικώς,1,0,27
3157,δεινή,1,0,14
3158,ἄμμι,1,1,16
3159,εἴπῃσι,0,1,9
3160,πινυτός,0,1,1
3161,ἔπος,5,1,158
3162,δεπάεσσιν,1,0,10
3163,τετύκοντό,1,0,6
3164,περικαλλέα,0,1,23
3165,ἐπέεσσι,1,0,54
3166,Χρυσηΐς,1,0,1
3167,πείθηται,1,0,1
3168,λαῷ,1,0,2
3169,πυθοίατο,1,0,1
3170,ἔγωγ,1,0,13
3171,ὅθι,0,2,90
3172,μέλιτος,1,0,3
3173,ὕστερον,1,0,15
3174,πατρίδος,0,2,22
3175,τράφεν,2,0,4
3176,Σπάρτην,0,1,5
3177,προσηύδα,2,3,163
3178,ἰδών,2,0,119
3179,βένθεσσιν,1,0,2
3180,μέγα,8,3,306
3181,ἀμφιρύτῃ,0,2,4
3182,ἐδηλήσαντ,1,0,5
3183,Σπάρτηνδε,0,1,1
3184,ἐθέλει,2,0,13
3185,γαίῃ,1,0,45
3186,κῦδος,1,0,73
