,word,iliad_1,odyssey_1,corpus
888,κτείνῃς,0,1,3
889,γάμον,0,2,19
890,κάτα,0,1,32
891,ὄζους,1,0,3
892,βάλλεο,1,0,14
893,ἀγήνορας,0,1,8
894,κεφαλήν,0,3,35
895,πίονα,1,0,26
896,κείμεν,0,1,1
897,ὑποθήσομαι,0,1,3
898,βουλή,1,0,19
899,λέχεσσι,0,1,3
900,γέρον,2,0,40
901,γυῖα,0,1,49
902,ἀγόρευε,1,0,18
903,ἀγορήνδε,0,1,3
904,σέθεν,3,0,26
905,λάβεν,1,0,8
906,ἔστησε,0,1,9
907,ἕνεκα,1,0,7
908,ὁμιλήσειεν,0,1,3
909,ἁθρόοι,0,1,4
910,προθύροις,0,1,1
911,αὔτως,2,0,57
912,Ὠκεανόν,1,0,4
913,ἐνόησα,0,1,10
914,ἵκηται,1,0,25
915,λαούς,2,0,14
916,οἷος,0,1,30
917,φέρε,0,2,22
918,λασίοισι,1,0,1
919,Ἀχαιῶν,23,4,375
920,πολυφλοίσβοιο,1,0,8
921,ἄνακτα,2,0,26
922,ἔμεναι,0,1,22
923,μαχησόμενος,1,0,2
924,ἐρεείνεις,0,1,6
925,ἱερόν,0,1,20
926,Ζακύνθῳ,0,1,3
927,κεδνῇ,0,1,2
928,κοῦροι,2,1,32
929,ἀνδρί,1,0,44
930,μύθους,1,0,3
931,ἤρατ,0,1,3
932,ἐύσκοπον,0,1,1
933,Πάτροκλος,1,0,41
934,ἀναιδές,1,0,1
935,νώνυμνον,0,1,1
936,θαμειαί,1,0,4
937,αἰχμητάων,1,0,10
938,σεο,1,0,2
939,ῥοδοδάκτυλος,1,0,27
940,Ἀχιλῆος,2,0,32
941,βῆσαν,1,0,3
942,αὐέρυσαν,1,0,2
943,πήληκα,0,1,3
944,Ἰδομενεύς,1,0,38
945,βροτῶν,0,3,44
946,φέρον,0,1,44
947,εὐρέι,0,1,6
948,ἔχοις,0,1,2
949,ὀρυμαγδῷ,0,1,2
950,σαώτερος,1,0,1
951,θεῖον,0,1,11
952,οἷσι,0,1,14
953,τιμῆεν,0,1,1
954,ἀμφιπόλῳ,0,1,2
955,δακρύσασα,0,1,4
956,πολύτροπον,0,1,1
957,οὕνεκα,1,0,23
958,τέτλαθι,1,0,3
959,θρόνου,1,0,19
960,χαῖρε,0,1,24
961,βέλος,2,0,44
962,τεληέσσας,1,0,7
963,δμῳαί,0,1,19
964,τερπώμεθα,0,1,3
965,οἰχομένοιο,0,1,13
966,ἕρκος,1,1,21
967,νεικείῃσι,1,0,1
968,δύο,1,1,42
969,κεκαλυμμένος,0,1,4
970,ἐμήν,0,1,24
971,θυμόν,6,5,290
972,ῥῖψε,1,0,1
973,ἐλθοῦσ,1,0,2
974,ὀίω,0,1,9
975,ἀγήνορες,0,1,7
976,πολυδειράδος,1,0,3
977,πείθοντό,1,0,3
978,ὀλέσσῃ,1,0,3
979,Ἀχαιοῖς,1,0,10
980,θάλαμος,0,1,3
981,θαλάμοιο,0,1,22
982,ἑ,2,2,65
983,φέροις,1,0,1
984,μαχέοιντο,1,0,1
985,μέ,1,1,5
986,ἀνεβάλλετο,0,1,2
987,θείομεν,1,0,3
988,δευόμενον,1,0,3
989,ἤγερθεν,1,0,5
990,ὀχέειν,0,1,1
991,θάνε,0,1,6
992,μύθων,0,4,45
993,εἴρομαι,1,0,1
994,ὠκυπόροισι,2,0,3
995,ἔπεμψεν,1,0,2
996,ἀμφιάλῳ,0,3,5
997,γέρων,3,0,93
998,αἴης,0,3,19
999,ἐπιτέλλεο,1,0,1
1000,εὔκηλος,1,0,2
1001,οἰνοχοεύων,0,1,1
1002,Πολύφημον,1,1,2
1003,λαβέ,1,0,2
1004,καρήνων,1,1,8
1005,ἀπαμειβόμενος,5,1,110
1006,ὥρμαινε,1,0,9
1007,δαῖτα,3,0,34
1008,υἷες,5,0,52
1009,ἱρά,0,1,7
1010,ξεῖνοι,0,2,8
1011,ἔπι,2,1,80
1012,Αἰγαίων,1,0,1
1013,ἀκουέμεν,1,1,10
1014,τοὔνεκ,1,0,6
1015,κεχολώσεται,1,0,4
1016,βασιλήων,1,0,9
1017,δέχεσθαι,1,0,3
1018,ἀμύμων,1,1,19
1019,οἰός,0,1,5
1020,λέχος,2,0,20
1021,οὐρανόθεν,2,0,20
1022,ποσίν,0,1,30
1023,ἔθελ,1,0,6
1024,ἐπεκλώσαντο,0,1,3
1025,ἄγω,1,1,4
1026,νεῶν,1,0,42
1027,δ,153,100,6511
1028,υἱός,2,4,216
1029,φίλοι,0,1,79
1030,εἰπέ,1,4,44
1031,τετελεσμένον,1,0,21
1032,δάμη,0,1,5
1033,κορώνῃ,0,1,3
1034,ναιόμενον,1,0,4
1035,γενεαί,1,0,1
1036,ἕλκεο,1,0,1
1037,ναί,2,0,11
1038,ἐγγυαλίξαι,1,0,1
1039,διοτρεφέων,1,0,6
1040,γεραιός,1,0,13
1041,εἰπών,4,1,118
1042,ἔλθῃσι,0,1,3
1043,τερπόμενόν,0,1,1
1044,ὑπείξομαι,1,0,1
1045,ἐριβώλακι,1,0,5
1046,θεοπρόπιον,1,0,1
1047,ἀπέλυσε,1,0,3
1048,κλισίῃ,1,0,19
1049,ἔκταν,0,1,5
1050,χερσίν,4,3,121
1051,κραδίη,0,1,34
1052,ἐΐσης,2,0,13
1053,ὧδ,0,1,34
1054,ἀπήμων,1,0,7
1055,μαλακοῖσιν,1,0,4
1056,ἐθέλοιμι,0,1,12
1057,τότ,2,0,104
1058,στυφελίξαι,1,0,1
1059,παρελεύσεαι,1,0,1
1060,ἐΰ,2,0,34
1061,οὐτιδανός,1,0,4
1062,τόν,19,18,999
1063,ἔκλαγξαν,1,0,1
1064,Χρυσηΐδος,1,0,1
1065,σῶν,1,0,7
1066,ἕλον,1,0,16
1067,ἱλάσκοντο,1,0,1
1068,ἵστατο,0,1,10
1069,καθέζετο,3,0,14
1070,φέρων,3,1,56
1071,πευσόμενον,0,1,2
1072,ὀίσατο,0,1,2
1073,ἄνασσεν,1,0,4
1074,τιμῆς,1,0,16
1075,δαιμονίη,1,0,8
1076,ἐφιείς,1,0,1
1077,ψαμάθοις,1,0,3
1078,ἐλθέ,0,1,5
1079,τολύπευσεν,0,1,2
1080,πολλοί,1,3,72
1081,ἀνστήτην,1,0,1
1082,ἄρ,13,3,640
1083,Πύλον,0,2,18
1084,κάη,1,0,2
1085,θεοῖσι,2,0,51
1086,αὐλείου,0,1,1
1087,ἐπί,22,16,841
1088,ἔμβαλε,0,1,16
1089,ἦε,1,1,28
1090,νέμεσις,0,1,5
1091,θαρσαλέως,0,2,6
1092,ἄλλοτ,1,0,6
1093,ὀνειδείοις,1,0,5
1094,κύνας,1,0,23
1095,ὅππῃ,0,1,7
1096,Ἥρῃ,2,0,9
1097,νόστον,0,6,39
1098,Ἀπόλλωνι,3,0,8
1099,δέξατο,1,0,6
1100,ἄλαστον,0,1,5
1101,δός,1,0,26
1102,ὠμοθέτησαν,1,0,4
1103,ἔπειτά,1,0,7
1104,τομήν,1,0,1
1105,εἰδώς,1,2,45
1106,ἐξαλαπάξαι,1,0,6
1107,πολλόν,1,1,58
1108,ἀρείοσιν,1,0,1
1109,ἄνδρες,2,1,71
1110,κρητῆρας,1,1,8
1111,θεούς,0,3,26
1112,πόλινδε,0,1,7
1113,ἥρωας,0,1,9
1114,δόλῳ,0,1,14
1115,ἀνήρ,2,4,191
1116,ἑκάτερθε,0,1,10
1117,πείρησαι,1,0,3
1118,χεῖρες,1,0,12
1119,γείνατο,1,0,18
1120,ἑκατόμβης,2,1,4
1121,βάλε,1,1,82
1122,ὕδωρ,0,2,75
1123,Πολύβου,0,1,7
1124,ἀναθήματα,0,1,2
1125,ἱμερόεσσαν,0,1,2
1126,ἐτάνυσσεν,0,1,1
1127,ἑδέων,2,0,2
1128,θέμιστας,1,0,7
1129,ὅου,0,1,2
1130,μέγαρον,0,2,16
1131,ὀΐω,7,0,57
1132,ἀϋτήν,1,0,3
1133,σφέτερα,0,1,1
1134,ἤσθιον,0,1,2
1135,ἁθρόα,0,1,2
1136,οἴχεται,0,1,10
1137,ἠερίη,2,0,2
1138,ἄπυστος,0,1,3
1139,ἤτοι,4,0,105
1140,πρυμνήσια,1,0,7
1141,διδάσκουσιν,0,1,1
1142,ζῶντος,1,0,1
1143,ἤ,20,7,451
1144,ἄψ,2,1,110
1145,λαμπρόν,1,0,7
1146,Ἰθάκηνδε,0,1,4
1147,φρένες,1,0,22
1148,πρόπαν,1,0,10
1149,κεῖνός,0,1,8
1150,ὀδόντων,0,1,16
1151,ἅλα,5,0,49
1152,ὀφέλλωσίν,1,0,1
1153,ἐπιμέμφεται,2,0,2
1154,ἐστί,2,3,93
1155,πολέμοιο,2,0,101
1156,φιλέεσκε,0,2,4
1157,γλυκύς,1,0,15
1158,ἑτέρως,0,1,1
1159,φάτο,6,1,163
1160,παύσαντο,1,0,6
1161,κεν,10,7,403
1162,ἕλε,1,1,41
1163,ὦκα,1,0,69
1164,πρόσθεν,1,0,42
1165,ἔρυσσαν,1,0,6
1166,ἀργυρέῃ,1,1,3
1167,ὁρόων,1,1,9
1168,θαλάμου,0,1,6
1169,γάμος,0,1,3
1170,πώποτ,1,0,1
1171,κρήηνον,2,0,2
1172,θνήσκοντας,1,0,1
1173,γήθησεν,1,0,16
1174,ἀθανάτοισι,2,1,56
1175,ἐλθέμεναι,1,0,8
1176,ὄπιθεν,1,0,18
1177,ὑπερωιόθεν,0,1,1
1178,μαλακόν,0,1,6
1179,ἀέκοντα,0,2,11
1180,ἦτορ,1,4,95
1181,ἑκηβόλον,1,0,1
1182,ἀπίης,1,0,4
1183,ἴαχε,1,0,10
1184,εὐνήν,0,1,22
1185,ἔμισγον,0,1,1
1186,εὔχετο,1,0,12
1187,μήτε,2,1,17
1188,βάλλον,1,0,11
1189,χωόμενον,1,0,2
1190,εὐχετόωντο,0,1,9
1191,Ἀντίνο,0,1,9
1192,δῖος,4,4,188
1193,θαλάσσης,3,2,87
1194,ταρβήσαντε,1,0,1
1195,κέλευθα,1,0,13
1196,ἀρίστη,0,1,20
1197,φθινύθουσιν,0,1,4
1198,ἐπιλήσεται,0,1,1
1199,νημερτέα,0,1,11
1200,Ὀλύμπια,1,0,13
1201,σημαίνειν,1,0,5
1202,νηόν,1,0,7
1203,περίσχεο,1,0,1
1204,θνήσκοντες,1,0,1
1205,εἰδῇς,1,0,9
1206,τερπικεραύνῳ,1,0,8
1207,ὑλήεντι,0,2,5
1208,κτέρεα,0,1,4
1209,παῖδα,2,0,33
1210,χειρός,1,0,59
1211,γάρ,42,27,1400
1212,τοῖσιν,4,2,90
1213,εἴρηαι,0,1,1
1214,ἀκαχοίμην,0,1,1
1215,ἀπώσεαι,0,1,1
1216,ὄφελον,0,1,7
1217,παρεόντων,0,1,8
1218,ἀπίθησε,1,0,22
1219,Θέτις,5,0,28
1220,ἀνάσσω,0,1,3
1221,λαόν,3,0,78
1222,ὧς,2,0,29
1223,τελέεσθαι,1,1,9
1224,μαχήσομαι,1,0,4
1225,νέον,1,1,39
1226,ἀποτίσεται,0,1,5
1227,πέρ,2,3,41
1228,ἕηκε,1,0,1
1229,ἑλισσομένη,1,0,2
1230,ἐέλδωρ,3,0,10
1231,πόσιν,0,3,34
1232,θοῇ,2,0,21
1233,ἀτελεύτητον,1,0,1
1234,σφωε,1,0,4
1235,ἐμέ,1,0,104
1236,προσέειπεν,1,0,43
1237,πρίν,3,1,195
1238,Αἰθιοπῆας,1,0,1
1239,αἴτιοι,0,1,2
1240,πύκα,0,2,15
1241,νήπιοι,0,1,11
1242,ἐπιχθονίων,1,1,9
1243,μινυνθάδιόν,1,0,1
1244,μετ,3,0,129
1245,ἑτοιμάσατ,1,0,1
1246,τόσσα,1,0,17
1247,ἔργ,1,1,12
1248,τῷ,2,5,332
1249,κοίλῃσιν,1,0,1
1250,πρωθήβην,0,1,1
1251,θυράων,0,1,15
1252,ἦλθε,4,2,100
1253,Κρονίδην,1,0,5
1254,ἧκε,3,0,37
1255,ἄνωχθι,0,1,12
1256,κινηθέντος,1,0,1
1257,τῇ,2,1,126
1258,ἀεικέα,4,0,32
1259,τέθνηκεν,0,1,4
1260,ψυχήν,0,1,13
1261,ποῖον,1,0,12
1262,ἀλλοθρόους,0,1,3
1263,ἔβαν,2,2,28
1264,κορωνίσιν,1,0,11
1265,χρίεσθαι,0,1,1
1266,ὁμοιωθήμεναι,1,0,2
1267,δώσουσι,2,0,4
1268,ἀπειλεῖς,1,0,1
1269,ἔκλυες,1,0,6
1270,πολλά,5,8,278
1271,αὖτε,4,3,192
1272,πατρός,3,8,125
1273,τοκῆες,0,1,8
1274,θεοῖσιν,1,2,49
1275,ῥηγμῖνι,1,0,14
1276,τίπτ,1,0,9
1277,ταράξῃ,1,0,1
1278,ἀέκουσ,1,0,1
1279,ὑπό,1,4,256
1280,εἴρετο,1,0,4
1281,τριτάτοισιν,1,0,1
1282,ἀποθρῴσκοντα,0,1,2
1283,κείνοισι,1,0,2
1284,ὀρεγνύς,1,0,2
1285,θεοί,9,8,200
1286,ἀπέβη,0,1,24
1287,φίλῳ,4,0,29
1288,Ἀθηναίην,1,0,14
1289,φέρτατός,1,0,2
1290,ἀργυρότοξ,2,0,2
1291,Φοῖβος,5,0,40
1292,Λαέρτην,0,1,4
1293,Ἄργος,0,1,21
1294,ἔλσαι,1,0,3
1295,νέεσθαι,0,1,56
1296,γαμέεσθαι,0,1,2
1297,ἆλτο,1,0,22
1298,γνῷ,1,0,2
1299,ἀλεξέμεναι,1,0,7
1300,παρά,16,7,254
1301,ἔρεψα,1,0,2
1302,πείθονται,1,0,1
1303,πάτρης,1,0,16
1304,χέοντος,1,0,1
1305,ἐμήνιε,1,0,1
1306,κλισμόν,0,1,1
1307,ᾠχόμεθ,1,0,2
1308,ἔνθετο,0,1,4
1309,ὁμοῦ,1,0,21
1310,κακῇ,1,0,5
1311,νήσοισιν,0,1,4
1312,ἀλλά,18,5,494
1313,μάρτυροι,1,1,7
1314,ἀμφ,2,1,102
1315,εἶμ,1,0,11
1316,νεῦσε,1,0,5
1317,πέμψω,1,1,11
1318,Ἀτρεΐδαι,1,0,3
1319,χαῖται,1,0,7
1320,Ἀτρεΐδην,2,0,16
1321,ποιήσειεν,0,1,2
1322,Ἑρμείας,0,1,17
1323,μεμνημένη,0,1,1
1324,ἡμέτερε,0,2,4
1325,Αἴγισθον,0,1,4
1326,τείρει,0,1,3
1327,ἄλλῳ,1,0,26
1328,ἔμμεναι,2,6,81
1329,μένειν,1,0,14
1330,ὔμμες,2,0,6
1331,δείδοικα,1,0,7
1332,μακάρεσσι,1,1,12
1333,ἔνθ,2,4,177
1334,ἐπιτολμάτω,0,1,1
1335,βοῶν,0,1,43
1336,πάσχειν,0,1,6
1337,εἰς,5,10,279
1338,γλαυκῶπις,1,7,80
1339,κρατός,1,0,16
1340,χόλος,1,0,23
1341,τριπλῇ,1,0,1
1342,ἑτέρωθεν,1,0,33
1343,νοήσῃ,1,0,5
1344,εἰδῶ,0,1,7
1345,λυσόμενός,2,0,2
1346,παλινάγρετον,1,0,1
1347,Τρώεσσι,1,0,82
1348,ἀγορεύω,1,0,12
1349,εὖ,4,0,147
1350,τρίς,1,0,47
1351,οἶδεν,0,1,10
1352,θεοπροπίης,0,1,3
1353,μῆτερ,2,1,13
1354,παραί,0,1,12
1355,ἐς,13,12,574
1356,Παλλάδ,1,0,4
1357,παρέθηκε,0,1,10
1358,περιφραδέως,1,0,6
1359,ὠκυμορώτατος,1,0,1
1360,ἐλθοῦσα,1,0,5
1361,ἀφίκεο,0,1,3
1362,τίς,3,6,201
1363,ἐπίμεινον,0,1,5
1364,ἐνθάδ,1,1,75
1365,ῥέεν,1,0,6
1366,γένηται,1,0,30
1367,βασιλευέμεν,0,1,1
1368,κατάνευσον,1,0,1
1369,τόφρα,1,0,51
1370,ἀποαίρεο,1,0,1
1371,ἀγαθά,0,1,5
1372,θωρηχθῆναι,1,0,3
1373,γηθήσαι,1,0,1
1374,πέμπουσιν,1,0,3
1375,πάρ,1,1,108
1376,ἐόντα,4,1,99
1377,ἐδητύος,1,1,29
1378,ἠμέν,0,1,55
1379,φαρέτρην,1,0,7
1380,ᾗς,1,0,4
1381,ἄμεινον,3,1,11
1382,δήμῳ,0,2,47
1383,ποθεν,0,2,12
1384,ἁδινά,0,1,7
1385,φόρμιγγος,1,0,3
1386,δέδμητο,0,1,5
1387,οἶσθα,2,0,14
1388,αἰχμητήν,1,0,10
1389,αἰγλήεντος,1,0,3
1390,κρυπτάδια,1,0,1
1391,ἤγομεν,1,0,2
1392,οἰνοβαρές,1,0,1
1393,ἔρον,1,1,24
1394,ἀφαιρήσεσθαι,1,0,2
1395,φρεσίν,0,4,73
1396,πρόφρων,3,0,23
1397,ὄχ,1,0,20
1398,δείπνου,0,1,2
1399,δαίεται,0,1,2
1400,τ,21,10,1103
1401,Ἐφύρης,0,1,3
1402,ἕστηκεν,0,1,2
1403,ἱκέσθαι,1,2,56
1404,δώῃσιν,1,0,2
1405,νεκύων,1,0,20
1406,ἕντο,1,1,22
1407,ὅτις,0,1,17
1408,νηπιάας,0,1,1
1409,καλέσαντα,0,1,1
1410,κεῖται,0,3,60
1411,τευ,0,1,20
1412,ἠτίμησ,1,0,1
1413,ἀμφίπολος,0,2,14
1414,μέγας,1,0,72
1415,πᾶσι,2,3,69
1416,δεύτερον,1,0,17
1417,πνοιῇς,0,1,6
1418,εὗρε,0,1,17
1419,τέγεος,0,1,7
1420,κεχρημένον,0,1,2
1421,ἴτω,0,1,11
1422,ἀοιδοῦ,0,1,4
1423,λύματα,1,0,2
1424,κέλευθον,1,0,13
1425,ὧδε,3,1,93
1426,κακκείοντες,1,1,6
1427,οἵ,16,5,768
1428,Βρισηΐδος,1,0,2
1429,σόν,2,1,34
1430,σκῆπτρον,3,0,23
1431,ὀξύ,1,0,52
1432,τινα,1,1,53
1433,μηδέ,2,1,57
1434,στρατόν,7,0,47
1435,ἄλλος,1,1,112
1436,κτείνειν,0,1,6
1437,αὐλῆς,0,1,27
1438,νικᾷ,1,0,2
1439,οἶνον,1,2,76
1440,κατακτείνει,0,1,1
1441,μετελθών,0,1,9
1442,αὐτώ,1,0,12
1443,μεμήλει,0,1,2
1444,νοήσῃς,1,0,1
1445,ἐπίστροφος,0,1,1
1446,ἵξεται,1,0,2
1447,τἆλλα,1,0,5
1448,ἴδμεν,1,0,23
1449,φέρτερόν,1,0,3
1450,ἠπείρου,0,1,8
1451,ἷκεν,1,0,2
1452,πεῖθ,0,1,2
1453,ἐνθάδε,1,0,48
1454,ἀθανάτων,0,1,31
1455,ἀσπερχές,0,1,6
1456,ποιήσαντες,1,0,4
1457,ἀρητῆρα,1,0,1
1458,Σάμῃ,0,1,4
1459,τετραπλῇ,1,0,1
1460,ἐοῦσαν,1,1,8
1461,θάμβησεν,1,1,3
1462,ἤδη,4,1,152
1463,μιγεῖσα,0,1,3
1464,ἔδωκεν,3,1,26
1465,ὄθομαι,1,0,1
1466,κορυφῇ,1,0,5
1467,ὤπτησάν,1,0,4
1468,αὐτοῖσιν,0,1,5
1469,ἀκαχμένον,0,1,9
1470,οἷς,1,1,21
1471,κατανεῦσαι,1,0,2
1472,Ἑρμείαν,0,2,7
1473,πήματα,0,2,10
1474,ὑφ,1,0,32
1475,ἔχει,3,1,50
1476,ἀρνῶν,1,0,13
1477,φίλος,1,1,97
1478,λίσαι,1,0,1
1479,ὀϊζυρός,1,0,2
1480,ἀρητῆρος,1,0,1
1481,τόσος,0,1,2
1482,ὑπέρβιον,0,1,8
1483,ὀσσόμενος,1,1,2
1484,βουληφόρος,1,0,3
1485,ἐρέθιζε,1,0,2
1486,δέ,88,42,4455
1487,νυκτί,1,0,20
1488,ἑλών,3,1,52
1489,ἡμετέροιο,0,1,8
1490,ἀκλειῶς,0,1,3
1491,ῥεῖ,0,1,4
1492,ἐμπάζομαι,0,1,2
1493,κεῖνοι,1,0,3
1494,ἄγαγε,1,0,5
1495,ἐκπαγλότατ,1,0,3
1496,σφωΐτερόν,1,0,1
1497,ὅτ,2,0,100
1498,πάλιν,2,1,57
1499,ἀλάωσεν,0,1,2
1500,λαθοίμην,0,1,2
1501,ὤλετο,0,1,8
1502,σταθμόν,0,1,13
1503,ἐφείω,1,0,1
1504,Ἀτρεΐδῃ,3,0,14
1505,χερείονα,1,0,3
1506,μητρί,4,0,15
1507,ἀπώλεσε,0,1,4
1508,μ,10,3,287
1509,κίονας,0,1,1
1510,μεταλλῶ,1,0,1
1511,νηῦς,0,1,26
1512,κνίσης,1,0,7
1513,μετατρέπῃ,1,0,1
1514,ἆσσον,2,0,25
1515,διάκτορον,0,1,1
1516,πρώτῃσι,0,1,5
1517,ἀμύμονας,1,0,2
1518,κατάλεξον,0,3,26
1519,κέλευε,0,1,13
1520,ἡμέτερον,0,1,18
1521,ὀδάξ,0,1,9
1522,ἄγειν,3,0,11
1523,ἀμφιμέλαιναι,1,0,2
1524,θανέειν,0,1,7
1525,ὑμῖν,2,0,37
1526,ἔσαν,2,2,64
1527,βάλλουσι,0,1,2
1528,ἤλασαν,1,0,4
1529,ὑποβλήδην,1,0,1
1530,γουνάσομαι,1,0,1
1531,θεῶν,6,5,181
1532,εἰσ,1,0,9
1533,αὐτός,8,6,324
1534,γαιήοχος,0,1,10
1535,χαριζομένη,0,1,7
1536,παρείπῃ,1,0,1
1537,ἄνασσε,1,0,7
1538,Ἀθήνη,3,11,196
1539,θεινομένην,1,0,1
1540,κνέφας,1,0,15
1541,γέλως,1,0,4
1542,ὤνησας,1,0,1
1543,μεγάροιο,0,1,48
1544,ὀλέσθαι,0,1,13
1545,ἱκάνει,1,1,26
1546,γένετ,3,0,28
1547,πόλεμός,1,0,3
1548,κουριδίης,1,0,3
1549,πρός,9,1,238
1550,ἑτάροισι,2,1,30
1551,ἰούσης,1,0,2
1552,Παναχαιοί,0,1,3
1553,φασί,0,1,13
1554,ἔσομ,0,1,1
1555,ἄιστον,0,1,1
1556,ἑλικώπιδα,1,0,1
1557,ἀπόλοιτο,0,1,6
1558,ποιπνύοντα,1,0,2
1559,νηί,0,1,47
1560,μερμηρίζων,0,1,6
1561,οὐδέ,19,4,621
1562,ἧσθαι,2,0,9
1563,χερνίψαντο,1,0,1
1564,ἤρχετο,0,1,9
1565,πάσχει,0,1,2
1566,καταδύντι,1,0,4
1567,Πρίαμος,1,0,36
1568,ἔρχομ,1,0,1
1569,ἀμειβόμεναι,1,0,2
1570,παρενήνεον,0,1,1
1571,σπόγγοισι,0,1,4
1572,ἡμεῖς,0,2,81
1573,ὀνείδισον,1,0,1
1574,ἀπηύρων,1,0,6
1575,προθύροιο,0,1,7
1576,ἀοιδοί,0,2,3
1577,ὑπέμεινε,0,1,3
1578,πείσεσθαι,3,0,6
1579,ἐπιέλπεο,1,0,1
1580,ἀγγελίῃ,0,1,2
1581,σφι,0,1,46
1582,πόλεμόν,0,1,11
1583,νηΐ,5,0,52
1584,τεθνηῶτος,0,1,8
1585,ἥατ,0,1,6
1586,οὐλοχύτας,2,0,7
1587,κρητῆρος,1,0,7
1588,θύρας,0,1,25
1589,ῥίγιον,2,0,5
1590,δέξασθαι,1,0,1
1591,ἐρύσαντό,1,0,5
1592,ἔννεπε,0,1,3
1593,μή,16,5,520
1594,θῆκεν,0,1,30
1595,πού,0,1,40
1596,ἄγεθ,0,1,16
1597,θύρῃσιν,0,1,6
1598,γυναικός,1,2,15
1599,τέρποντο,0,1,6
1600,ἀίξασα,0,1,1
1601,ἰδυίῃ,1,0,3
1602,φάσγανον,1,0,14
1603,κύπελλα,0,1,7
1604,πολέας,1,0,19
1605,Ἑλλάδα,0,1,8
1606,ἀντίον,1,7,96
1607,αὐτοῖσι,1,1,7
1608,φρεσί,5,4,134
1609,ἐόντας,0,3,16
1610,ἔγνω,2,2,27
1611,Ἄτλαντος,0,1,2
1612,ἱλάσσεαι,1,0,1
1613,πώ,2,1,42
1614,δαιτί,0,1,11
1615,ὀδυρόμενος,0,1,13
1616,Αἰγεΐδην,1,0,1
1617,κιχείω,1,0,6
1618,ἐπέεσσιν,3,0,52
1619,ἀντία,0,1,8
1620,ἑῆος,1,0,7
1621,Ἀγαμέμνονι,2,0,31
1622,ὅρμον,1,0,4
1623,μοῦσα,0,1,1
1624,κελεύθου,0,1,9
1625,μέσον,1,1,36
1626,αὖθι,1,0,56
1627,ἀγέραστος,1,0,1
1628,κύνεσσιν,1,0,3
1629,εἴ,9,6,270
1630,ἄνωγεν,1,0,14
1631,Ἀργείοισι,2,0,21
1632,πάντας,3,1,127
1633,ἥ,7,6,352
1634,ἦλθον,1,2,44
1635,ἀνέρος,0,2,19
1636,αἵ,1,1,118
1637,μόγησα,1,0,6
1638,πάντ,1,1,36
1639,κήδε,1,1,27
1640,ἀντίθεον,1,1,21
1641,χαρίεντ,1,0,1
1642,οὖρον,1,0,18
1643,ἐννῆμαρ,1,0,12
1644,ἐπιπείθεο,1,0,2
1645,ἔχευαν,0,1,10
1646,ἥδ,0,1,4
1647,πολλῶν,0,1,19
1648,θάρσος,0,1,9
1649,ἔφατ,5,0,181
1650,ἔπλεο,1,0,2
1651,ἐπαίτιοι,1,0,1
1652,ἀπολυμαίνεσθαι,1,0,1
1653,αἶσα,1,0,16
1654,ἴθι,1,0,22
1655,ἀπεβήσετο,1,0,5
1656,δεινώ,1,0,1
1657,ἠῶθεν,0,1,20
1658,ἐμοῖς,1,0,12
1659,ἁλός,5,1,63
1660,ἐξερέω,1,0,11
1661,ῥ,4,5,314
1662,ὀξέι,0,1,6
1663,Λητώ,1,0,9
1664,πάντων,6,2,100
1665,νήεσσ,1,0,2
1666,κίθαριν,0,1,2
1667,παλίντιτα,0,1,2
1668,σχέθε,1,0,5
1669,ἔα,1,0,24
1670,ἁμόθεν,0,1,1
1671,φράζεσθαι,0,2,8
1672,τέκος,1,0,38
1673,δώσει,1,0,15
1674,τλαίης,0,1,5
1675,σχών,0,1,3
1676,τέρπειν,0,1,3
1677,φύλλα,1,0,8
1678,ἐλέλιξεν,1,0,2
1679,ὑφέντες,1,0,1
1680,πτερόεντα,1,1,118
1681,δαιτρός,0,1,3
1682,αὖτ,1,2,132
1683,ἦ,19,14,616
1684,ἐνί,4,16,541
1685,ὅτι,2,0,42
1686,ἀτασθαλίῃσιν,0,2,7
1687,οἰνοπέδοιο,0,1,3
1688,Ἰκαρίοιο,0,1,15
1689,οἴκους,0,1,3
1690,νοστήσας,0,2,10
1691,ἔχῃς,1,0,2
1692,τυτθόν,1,1,29
1693,φίλοισι,0,1,10
1694,ἀμφίπολοι,0,1,21
1695,πορφύρεον,1,0,7
1696,νεωτάτη,0,1,1
1697,κερδαλεόφρον,1,0,2
1698,οἶδας,0,1,1
1699,παιήονα,1,0,2
1700,Πηλεΐωνι,1,0,8
1701,κερτομίοισι,1,0,3
1702,χεῦαι,0,1,3
1703,ἡγήσατ,1,0,3
1704,πάροιθεν,0,1,14
1705,ὡμίλησα,1,0,1
1706,ἀμφιπέληται,0,1,1
1707,πρίατο,0,1,4
1708,τις,7,8,490
1709,κομόωντας,0,1,12
1710,εἴτ,1,0,3
1711,χειρί,4,0,85
1712,ἀστεροπητής,2,0,3
1713,μητέρ,0,1,7
1714,γ,14,8,411
1715,οἶκον,1,3,70
1716,ἔμπης,1,0,38
1717,νεφεληγερέτα,3,1,30
1718,τάχιστα,0,1,49
1719,μετά,7,3,244
1720,δαίνυντ,2,0,13
1721,περιπλομένων,0,1,2
1722,ὀδυρόμενον,0,1,1
1723,ἴαλλον,0,1,14
1724,ἔθηκε,1,0,38
1725,ἧχι,1,0,9
1726,ἑοῦ,1,0,10
1727,ἄμφω,4,0,61
1728,τεταγών,1,0,2
